"ProteinID"	"Diff.AABvsND"	"ProteinName"	"GeneName"	"nlogP.AABvsND"	"6289"	"6289_SEM"	"6234"	"6234_SEM"	"6238"	"6238_SEM"	"6318"	"6318_SEM"	"6339"	"6339_SEM"	"6158"	"6158_SEM"	"6167"	"6167_SEM"	"6184"	"6184_SEM"	"6267"	"6267_SEM"	"6175"	"6175_SEM"	"6245"	"6245_SEM"	"6247"	"6247_SEM"	"6325"	"6325_SEM"	"nlogP.T1DvsND"	"Diff.T1DvsND"	"Group"
"A0A087WTH0;Q9UHY7;A0A0C4DGY8;D6RA00"	-0.016181385706343	"Enolase-phosphatase E1"	"ENOPH1"	0.027734642921516	19.212425	0.158035	20.0405166666667	0.170159764567826	19.11567	0.310781971860231	19.24051	0.316883519030784	19.8197933333333	0.0949055306314896	19.1702833333333	0.125009198905965	19.5124133333333	0.293421052774185	19.963125	0.171725	19.671195	0.243395	19.70959	0.125829999999999	19.2075	0.394034326085094	19.08215	0.380247398062543	19.5446266666667	0.190679559587399	0.207424630361917	-0.102257115500315	"Below significance"
"A0A087WTP3;Q92945;M0R0I5;M0QXW7;M0QYH3;M0R3J3"	-0.188376366146027	"Far upstream element-binding protein 2"	"KHSRP"	0.535540522218119	22.84068	0.39113	22.2589933333333	0.00940218650693146	22.5389	0.0454164797549669	22.6253166666667	0.234048054704821	22.59817	0.174745448390891	22.7097666666667	0.158030657187493	22.2321666666667	0.20827399432265	22.28416	0.757760000000001	22.514905	0.625165000000001	22.320055	0.0117249999999984	21.8981433333333	0.491437138480374	21.8776	0.933888652588376	22.4767	0.211223666839995	0.72147236624163	-0.341790562584286	"Below significance"
"A0A087WTT1;P11940;E7EQV3;E7ERJ7;H0YAR2;Q9H361;H0YAP2;H0YBN4;H0YB86;Q4VXU2;E5RGH3;E5RH24;E5RJB9;H0YAS6;H0YB75;H0YAS7;H0YC10;E5RHG7;E5RGC4;E5RFD8;Q5JQF8;Q96DU9"	-0.276120685395743	"Polyadenylate-binding protein;Polyadenylate-binding protein 1;Polyadenylate-binding protein 3"	"PABPC1;PABPC3"	0.878394913293582	23.74483	0.0472999999999999	24.2908	0.0370808913053609	24.3485366666667	0.0879807043870676	24.2390433333333	0.0976023644408497	24.0284666666667	0.0853626072183318	24.2414466666667	0.0730079167701088	23.9537733333333	0.032296264145839	22.93994	0.375129999999999	24.17478	0.295450000000001	23.586915	0.0803950000000011	23.92379	0.29369385767042	25.6101833333333	1.13518812920052	23.7562833333333	0.0292137053072312	0.09935773902396	0.085789021991548	"Below significance"
"A0A087WUB9;Q8WYA6"	-0.353643069191584	"Beta-catenin-like protein 1"	"CTNNBL1"	0.572216000907521	19.39665	0.66229	18.50641	0.0560428606812086	18.82214	0.245288890154718	19.9256866666667	0.0632955686530354	20.1226466666667	0.0902773336877967	18.5216733333333	0.0640473367474752	19.1319866666667	0.498830759621382	19.27735	0.831860000000001	19.42315	0.0437699999999985	20.019105	0.119655	18.6959633333333	0.143901482541973	19.8908266666667	0.210072451099879	19.6553233333333	0.257414167463859	0.25834895222177	0.160282748086111	"Below significance"
"A0A087WUC6;E9PI68;Q15005;E9PL01;E9PRB9;H0YE04"	-1.24070547497462	"Signal peptidase complex subunit 2"	"SPCS2"	1.58355434645214	21.26839	0.166319999999999	22.97961	0.168012198664264	23.1885366666667	0.0927470434988506	23.55519	0.549066495183719	22.51847	0.0860975169986538	22.2878166666667	0.0755888585999575	19.6804333333333	0.834679680862332	22.294605	0.109715	23.306555	0.273135	21.90234	0.279009999999999	22.3724133333333	0.456454586435253	21.99629	0.554245320142624	22.6337333333333	0.0625710157430032	0.916706910334078	-0.483994097936723	"Below significance"
"A0A087WUK2;O14979"	-0.551410659911141	"Heterogeneous nuclear ribonucleoprotein D-like"	"HNRNPDL"	1.09166177011491	23.01461	0.037090000000001	21.9475633333333	0.0259557163474853	22.1327766666667	0.0660145439362497	22.2188766666667	0.0853382870957955	22.1003766666667	0.123440541332435	21.9961166666667	0.248429901604278	22.22636	0.0584295347690991	20.07028	0.875	21.905115	0.399345	21.43902	0.0620399999999996	21.6488366666667	0.248068628429939	22.6849433333333	0.298053319689242	22.1085766666667	0.116063276180616	0.733932032173125	-0.254662604559037	"Below significance"
"A0A087WUL0;Q3LXA3;H0YCY6;I3L252;E9PJG8"	-0.319815332927401	"Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing);ATP-dependent dihydroxyacetone kinase;FAD-AMP lyase (cyclizing)"	"TKFC;DAK"	0.354146357316303	19.45047	0.899660000000001	20.8335633333333	0.0739848651940224	20.53217	0.0762972426325703	19.66275	0.621175019968876	19.9058366666667	0.419412724665228	20.8879666666667	0.227880615625326	19.2718533333333	0.488234916999776	18.509285	0.261825	20.820035	0.101035	19.530775	0.669185	20.8891433333333	0.176589096146329	20.1856566666667	0.713002568072358	20.94607	0.134399984499007	0.599313224335592	0.3820603007362	"Below significance"
"A0A087WVP1;Q14517"	-0.276344238765656	"Protocadherin Fat 1;Protocadherin Fat 1, nuclear form"	"FAT1"	0.422280094920864	19.061165	0.251984999999999	19.2749733333333	0.50626419987767	20.2174666666667	0.15720214431673	19.4486233333333	0.71550505626756	18.91762	0.17509370329436	19.2340066666667	0.406842241756897	19.1335233333333	0.298068542695207	18.650075	0.419865	19.88474	0.11134	18.47749	0.132159999999999	19.33398	0.415566710288493	19.1662833333333	0.561787967870836	19.8684	0.284649340241638	0.084786770493118	-0.068937982831681	"Below significance"
"A0A087WVQ6;Q00610;J3KS13;A0A087WX41;P53675;K7EJJ5;J3KSQ2;J3KRF5;J3QL20;F5H5N6"	-0.343177174764964	"Clathrin heavy chain;Clathrin heavy chain 1"	"CLTC"	1.72461634957933	26.98454	0.0907700000000009	26.5661166666667	0.0125417254705157	26.3595066666667	0.0473522746139099	26.6074133333333	0.154806128252225	26.6986766666667	0.0166104789548984	26.6721566666667	0.11419552433339	26.0153433333333	0.0660014924915423	25.83256	0.0953099999999996	26.42897	0.32469	25.93523	0.031410000000001	26.01801	0.0740852005014046	26.8513666666667	0.283224255219154	26.1379433333333	0.0709296116661523	1.98866501408484	-0.369149276188441	"Below significance"
"A0A087WW40;Q9Y371;F8WFB9;B7ZC39;B7ZC38;Q9NR46"	-0.506658705454022	"Endophilin-B1"	"SH3GLB1"	0.606720961034388	18.717075	0.661695	19.9355533333333	0.688589509900089	19.5959733333333	0.679305830985655	20.10313	0.481688423360995	20.73041	0.0865151352847197	19.1774333333333	0.474475769396546	18.9569466666667	0.581601183209861	20.627375	0.323964999999999	18.620635	0.216145000000001	20.116105	0.760095	19.71945	0.714402136078366	19.8979533333333	0.894828324360477	20.40574	0.411603340648899	0.002313625063224	-0.002777939751034	"Below significance"
"A0A087WW55;H0Y8D1"	-0.386292684645881	""	"PRSS1"	0.656568476559565	28.782635	0.257375	28.2995866666667	0.0345332768661054	29.0948033333333	0.0907705828510044	28.1301066666667	0.329069089874925	27.8983366666667	0.0165210333951731	27.6111966666667	0.148903591218538	29.1930166666667	0.0794419633722911	27.201305	0.603835	28.740115	1.281695	28.055795	0.0502450000000003	30.1294766666667	0.0801093397245988	28.5016233333333	1.33871359389444	27.5109266666667	0.28894684288137	0.308514309812238	0.296591213771276	"Below significance"
"A0A087WW66;Q99460;H7C378;C9J9M4"	-0.192138217744375	"26S proteasome non-ATPase regulatory subunit 1"	"PSMD1"	0.969894035674686	22.15033	0.24287	21.6390566666667	0.0944706489398225	21.5383733333333	0.167478908755036	21.70871	0.0243327002200736	21.6931133333333	0.0420058013189189	21.6624466666667	0.13468300032958	21.3841933333333	0.122962790080758	21.33723	0.244739999999998	21.555365	0.354284999999999	21.3162	0.39194	21.2265266666667	0.054774982529537	21.28568	0.576233671728175	21.2226	0.370795182861554	2.09022007069706	-0.463873726981028	"Below significance"
"A0A087WX08;Q9UEY8"	0.04424849010649	"Gamma-adducin"	"ADD3"	0.041867846475356	19.909275	0.133595	19.8377333333333	0.234298664552557	20.1048566666667	0.15760850720835	18.81088	0.683443328960054	18.8312266666667	0.23676543845005	20.6413333333333	0.1703911795774	19.3920733333333	0.0342431016572845	18.501035	0.788085	19.425625	0.904405	18.517455	0.680024999999999	19.42894	0.686226784841085	19.45871	0.398425686420944	19.0767166666667	0.191019074294806	0.268341301823491	-0.197972229548864	"Below significance"
"A0A087WX97;Q9BXK5;A0A087WTL4"	-0.218250653100394	"Bcl-2-like protein 13"	"BCL2L13"	0.31147751171439	19.62333	0.0245899999999999	19.1337633333333	0.36863672661729	18.1654666666667	0.0753089574869934	18.8265866666667	0.232330519040823	19.5617266666667	0.00890363471348128	18.8040333333333	0.426242374099265	19.1166166666667	0.666585323404122	18.5646	0.866519999999999	18.280675	0.062755000000001	18.885035	0.964975000000001	19.04914	0.30123096343725	18.6686133333333	0.495182991574271	19.1316833333333	0.222181777705654	0.237678349375764	-0.144068036760604	"Below significance"
"A0A087WXC5;E7ESZ7;O95299;H7C2W5;H7C1Y7;H7C2X4;Q8N1B9;C9J6X0"	0.062294490753661	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial"	"NDUFA10"	0.048989403432868	19.07977	0.938780000000001	20.1537866666667	0.499116315412662	21.2754466666667	0.335384301030591	20.1532533333333	0.222140384316865	20.0717166666667	0.999842718986897	20.6093533333333	0.679713549600941	19.81126	0.649289673104386	20.114595	0.705985	21.24712	0.170389999999999	21.056925	0.102385	21.4026233333333	0.133064440570892	19.3040766666667	0.0600864633488922	20.5677633333333	0.135060910867817	0.47215368543577	0.389885856991725	"Below significance"
"A0A087WXF0;P51608;A0A087X1U4;A0A087WVW7;A0A0D9SFX7;A0A0D9SEX1;C9JH89"	0.188575078570654	"Methyl-CpG-binding protein 2"	"MECP2"	0.305841045436224	21.56856	0.30317	22.5498533333333	0.0955379094623938	22.84554	0.134038863518508	23.45528	0.436986123845292	23.0713066666667	0.0750340192475678	22.6613566666667	0.0902797910818233	22.8300266666667	0.0448299529084942	23.852425	0.155104999999999	22.50774	0.0195500000000006	23.51519	0.2227	22.8593166666667	0.121378358907637	24.6532133333333	1.19542997967723	22.6440433333333	0.0636171377154857	0.78302138480395	0.55356822695051	"Below significance"
"A0A087WXI1;Q6NVY1;F8W8A6;B9A058;H7C1A5;H7C400;H7BYI7;B8ZZZ0"	0.127753560505216	"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"	"HIBCH"	0.277146445324854	21.92003	0.82625	22.5435233333333	0.06705295428076	22.6791633333333	0.160018469906168	22.2570366666667	0.137503353817683	22.2844166666667	0.208626179591899	22.9224133333333	0.0992419424660991	22.46148	0.172728954241417	21.90952	0.404630000000001	22.781655	0.303155	22.38925	0.14513	22.49441	0.0421177519976241	21.1500433333333	1.19179535974559	22.2374533333333	0.432550234089765	0.326369287537019	-0.240852424076625	"Below significance"
"A0A087WXI5;P12830;A0A087WX17;A0A087WU43;H3BNC6;H3BVI7;J3QKP1"	-0.234996311248292	"Cadherin-1;E-Cad/CTF1;E-Cad/CTF2;E-Cad/CTF3"	"CDH1"	0.48515839206715	22.96015	0.123229999999999	21.9084933333333	0.028485453792731	22.0801866666667	0.234896936359569	22.5169833333333	0.160386616787201	21.7263766666667	0.0201684442742732	22.0320733333333	0.229967364375421	22.28942	0.112666082888034	21.45642	1.01257	22.0492	0.359500000000001	22.009805	0.022005	22.46383	0.194713944287512	20.38871	0.455064919581078	22.4869733333333	0.316730306640278	0.515445367237106	-0.316314265841527	"Below significance"
"A0A087WXM6;J3QQT2;J3KRX5;A0A0A6YYL6;P18621;J3KRB3;A0A087WWH0;J3QS96;J3QLC8;A0A0A0MRF8;A0A087WY81;J3KSJ0"	-0.891544614519393	"60S ribosomal protein L17"	"RPL17;RPL17-C18orf32"	1.11684125816971	23.840235	0.494804999999999	24.66618	0.144537081862523	24.5772033333333	0.015373358268266	23.4142166666667	1.20420511550612	24.28216	0.0350045558939596	23.5765833333333	0.171746506255909	23.8380933333333	0.0980968131207345	21.796465	1.968195	24.17205	0.425929999999999	23.235305	1.037965	24.4916733333333	0.0894883404571672	23.50963	0.427858202484578	24.6828066666667	0.397688622514874	0.086620631454634	-0.085143361772811	"Below significance"
"A0A087WXM8;P50895;K7ENU8"	-0.352546676756845	"Basal cell adhesion molecule"	"BCAM"	0.87438846849569	22.518185	0.00704499999999975	21.2229033333333	0.0722528722228012	21.1932633333333	0.183253142067955	21.64671	0.17460568060633	21.6316566666667	0.0283179214946608	21.3012733333333	0.209711329954085	21.2925033333333	0.0346125802434771	20.916055	1.072405	21.749145	0.315555	21.98489	0.106439999999999	21.6172666666667	0.192610089761097	20.6642466666667	1.09247301111337	21.9520333333333	0.0924365931027554	0.021923904197733	-0.018734863826207	"Below significance"
"A0A087WXS7;O43681;K7ERW9"	-0.125845939394026	"ATPase ASNA1"	"ASNA1"	0.406608062246754	21.464065	0.150435	21.4970233333333	0.133707794628603	21.0209633333333	0.13903723270325	21.40728	0.119994753635315	21.3636933333333	0.0337466790135637	21.16169	0.111549142981916	20.9824466666667	0.114388165811755	21.111685	0.211325	21.84596	0.44816	21.22028	0.0932399999999998	21.12614	0.239548513945157	20.6740166666667	0.796054941347923	20.91517	0.222917323911804	1.04334256919562	-0.343805131458101	"Below significance"
"A0A087WXW9;P20908;P12107"	0.56192472245958	"Collagen alpha-1(V) chain"	"COL5A1"	0.160706298364444	23.098805	1.353755	19.0577033333333	0.512842929181159	18.9957766666667	0.456145044561242	22.0417333333333	1.04946914404908	25.7031233333333	0.328512448385817	20.6987433333333	1.83590419704963	21.26914	1.63907567821013	27.61422	0.3538	19.155955	0.0640450000000001	24.95886	0.42085	18.1261833333333	0.30538643903167	19.01451	0.332637960551708	24.21561	2.30904369376877	0.189949542418569	-0.584633986155193	"Below significance"
"A0A087WY55;Q9NP79;Q5TGM0"	0.069844382149832	"Vacuolar protein sorting-associated protein VTA1 homolog"	"VTA1"	0.158377700364906	19.61201	0.096210000000001	19.6661466666667	0.157860431429511	19.8346666666667	0.0622688968194487	18.8442066666667	0.332479130690099	19.79447	0.130035935161529	19.7973866666667	0.0715267675613665	19.63495	0.127695000293668	19.54884	0.28214	19.52833	0.38139	19.43605	0.101439999999998	19.7300966666667	0.114800104868322	19.9267466666667	0.207251560053102	18.8611033333333	0.357526195605923	0.031991986193027	-0.017923218863352	"Below significance"
"A0A087WY71;E9PFW3;Q96CW1;C9JJ47;C9JJD3;C9JPV8;C9JTK4;C9JGT8"	-0.202129197499108	"AP-2 complex subunit mu"	"AP2M1"	0.241054709282036	20.18739	0.11443	20.4400133333333	0.0822886849923962	18.5848733333333	0.304662197870217	19.4587566666667	0.0650796971242019	19.8726166666667	0.158619115318566	18.8060666666667	0.865396499306018	19.63799	0.103836445913754	19.699765	0.411185	19.117165	1.402825	20.027165	0.113254999999999	18.8149366666667	0.260946846205208	19.5386633333333	0.652160252911643	19.5345333333333	0.109777094807817	0.663028004884415	-0.388450350080216	"Below significance"
"A0A087WYF1;A0A087WX80;P24043"	0.424296106610978	"Laminin subunit alpha-2"	"LAMA2"	0.713934340077489	20.98019	0.331939999999999	21.1503533333333	0.0555871035203106	21.26526	0.205751128307964	20.86877	0.525331011744024	19.90422	0.555544867344964	20.8695933333333	0.163274753542747	20.93652	0.150699231030996	22.40534	0.322329999999999	21.682235	0.682885000000001	21.293405	0.121214999999999	22.4147066666667	0.068751958113529	21.57447	0.727923027341032	21.81066	0.171960051271606	2.8336466883578	1.03932146798996	"Below significance"
"A0A087WYF6;F8W7U3;J3KP36;E7ESD2;A0A0A0MR88;A0A096LPC5;Q9Y4E1;Q641Q2;B1AP61;A0A0A0MT65"	-0.792769220140244	"WASH complex subunit FAM21C;WASH complex subunit FAM21A"	"FAM21A;FAM21C"	1.16258473969912	20.1252	0.22653	18.80661	0.187620825158972	21.6247966666667	0.258292105075716	19.43687	0.0783426263281995	19.7869	0.524519757905585	19.1459966666667	0.227632653803838	19.6645966666667	0.240356740792606	19.03876	0.63918	18.78077	0.929020000000001	19.96437	0.23724	20.1582233333333	0.917936523955285	19.9910133333333	0.621984774125898	19.1027033333333	0.264616256387329	0.157937081369753	-0.161131540934246	"Below significance"
"A0A087WYR3;O43399;A0A087WZ51"	0.558852210877433	"Tumor protein D54"	"TPD52L2"	0.756207403410609	21.72737	0.0515499999999989	20.7490333333333	0.0871261050304538	19.9350466666667	0.945608671426917	20.89608	0.127864023087028	20.5512333333333	0.373473341589166	20.47711	0.687932335068889	21.51835	0.161496148044879	22.32561	0.3605	20.467485	0.256025000000001	22.03586	0.0464599999999997	21.0345133333333	0.129774208060684	20.6396733333333	0.285717461917267	21.56638	0.243395129847196	0.821080793934852	0.46357861019316	"Below significance"
"A0A087WYS1;E7EUC7;Q16851;C9JWG0;C9JVG3;C9JQU9;C9JNZ1;C9JTZ5;C9JUW1;F2Z3H1"	0.113972739567835	"UTP--glucose-1-phosphate uridylyltransferase"	"UGP2"	0.299599828175958	23.503825	0.048565	22.2962566666667	0.118244210617029	22.3404866666667	0.0750953683288425	22.5660166666667	0.241797947767231	22.3714166666667	0.0723172513612383	22.9069133333333	0.066749213811433	22.60018	0.0773441822849875	22.441955	0.218814999999999	23.0258	0.435839999999999	22.492495	0.382305000000001	22.63028	0.206400057251284	23.31552	0.328677273983665	23.02107	0.158410648105906	1.32448300840459	0.393448534465971	"Below significance"
"A0A087WYT3;Q15185;B4DDC6"	-0.526991178118994	"Prostaglandin E synthase 3"	"PTGES3"	1.06963186275537	23.10443	0.0503099999999996	21.4241	0.136274330793929	21.3284966666667	0.163439057585524	21.8284033333333	0.289139056818302	21.8768566666667	0.0785926269513311	21.6990633333333	0.157470727685426	21.4474033333333	0.114534210949295	20.23948	0.779759999999999	21.473785	0.310784999999999	21.628655	0.261835	20.1138033333333	1.24985725441392	21.5645366666667	0.762141389820668	21.7756166666667	0.131403176183497	0.851305380786275	-0.595468543824698	"Below significance"
"A0A087WYW6;Q96A33;J3QR89"	-0.423588873848082	"Coiled-coil domain-containing protein 47"	"CCDC47"	0.782236943577653	21.25682	0.11032	20.6998166666667	0.100100286601876	20.70668	0.17241463810632	20.4937266666667	0.527622099907795	21.08957	0.11816785744581	20.8259966666667	0.119110591795095	20.1621933333333	0.624642827124252	20.591545	1.181395	20.063615	0.641615	20.713355	0.0182949999999984	20.5078133333333	0.158680313663808	20.65944	1.11424975164159	20.9187933333333	0.0697043026728701	0.185618373802182	-0.121044544946578	"Below significance"
"A0A087WZH7;P29966"	0.982979925851971	"Myristoylated alanine-rich C-kinase substrate"	"MARCKS"	2.47393914576349	21.862555	0.219185	21.4322033333333	0.182362649897884	21.38023	0.442101645891531	22.3407533333333	0.653359483600806	22.1231166666667	0.138646325391063	22.17287	0.381181333750749	22.7730933333333	0.0917409863571224	23.731205	0.122465	21.864185	1.109925	23.137325	0.445005	22.3754966666667	0.498071838203197	21.7904266666667	0.618358152430917	23.0338066666667	0.168613396495587	0.996019988202096	0.560387815747941	"Below significance"
"A0A087WZP6;A0A0A0MTL9;Q14112;H0YJV3"	0.138431700449139	"Nidogen-2"	"NID2"	0.292606638438664	23.77077	0.315009999999999	22.55452	0.0763314616218853	22.8286133333333	0.233985801587285	22.8653833333333	0.366710923450308	22.45368	0.0588170420314843	23.0474133333333	0.0397097050829874	22.7553366666667	0.0962991987390222	23.175775	0.624775000000001	23.4583	0.48414	22.766255	0.363495	23.6803633333333	0.173978759846648	23.25659	0.462401276202103	23.5609833333333	0.133258472192619	1.91892899697662	0.582054342542374	"Below significance"
"A0A087WZU2;Q00536;H0YAZ9;E5RGN0;H0YC36;F8VXD2;E5RIY8;H0YBX5;E5RIU4;F8VZY6;K7ELV5;H0YC60;F8VYH9;F8VQZ9;F8VZZ0;E5RIU6;E5RJM2;F8VTV8;F8VWX7;F8VZ51;K7EJ83;A0A087WZZ9;E7ESI2;A0A024QZP7;Q9BVE2;E7EUK8;G3V5T9;A0A087X209;J3QSD7;P06493;P24941;P11802;Q00526;Q00534;P50750;Q96Q40;O94921;Q07002;Q9NYV4"	-0.417868735298278	"Cyclin-dependent kinase 16"	"CDK16"	0.529490445524974	19.76695	0.0118899999999993	18.7849933333333	0.413855557182831	19.2814366666667	0.148266494341926	19.5592766666667	0.606543115184549	20.7647	1.05309647498856	19.2872866666667	0.111767982495486	18.9032766666667	0.276461703275115	19.485955	0.0864049999999992	19.439835	0.148114999999999	21.110305	1.506035	19.2817833333333	0.108829855942404	19.6796166666667	0.202828180186527	20.5715766666667	1.23441096371688	0.397840801518799	0.412165096827916	"Below significance"
